,customer,recency,frequency,monetary
2875,cust2678,11,9,187097
2876,cust2045,113,1,76880
2877,cust2794,101,1,31952
2878,cust2801,63,3,254760
2879,cust123,22,1,134292
2880,cust2432,28,2,42408
2881,cust2533,109,2,33706
2882,cust3028,58,2,28638
2883,cust3367,58,1,8544
2884,cust3445,80,4,267808
2885,cust1707,247,1,32480
2886,cust2143,120,3,212030
2887,cust3993,141,1,37115
2888,cust3470,50,3,13926
2889,cust751,227,1,28275
2890,cust4213,163,1,23254
2891,cust4217,211,1,26189
2892,cust3185,29,1,4706
2893,cust3274,37,1,14468
2894,cust3175,50,1,34531
2895,cust3415,35,2,36631
2896,cust4435,136,1,44046
2897,cust4572,119,1,37752
2898,cust4598,29,3,13740
2899,cust4652,64,1,3733
2900,cust4490,38,2,9142
2901,cust4692,24,1,62549
2902,cust1068,50,3,178635
2903,cust4835,44,1,9115
2904,cust4845,99,2,33799
2905,cust3505,221,1,16702
2906,cust4881,256,1,31453
2907,cust2986,51,1,36305
2908,cust4854,58,1,19300
2909,cust3715,35,2,5112
2910,cust967,102,1,60661
2911,cust5078,79,1,2665
2912,cust3431,129,1,21165
2913,cust5132,102,1,17906
2914,cust4095,175,3,33119
2915,cust2578,109,2,44627
2916,cust5196,65,2,80589
2917,cust1071,91,1,32060
2918,cust1383,114,2,28362
2919,cust5393,37,1,21298
2920,cust1117,102,1,34189
2921,cust5414,177,1,16265
2922,cust5436,79,1,6542
2923,cust3239,157,2,79694
2924,cust3776,32,1,5134
2925,cust2718,92,1,31113
2926,cust5477,114,1,43772
2927,cust5425,49,1,50458
2928,cust4373,50,1,27744
2929,cust4126,38,2,34900
2930,cust2708,164,1,143125
2931,cust4787,44,2,20934
2932,cust4347,154,2,2451
2933,cust3301,101,1,7860
2934,cust5236,158,1,52260
2935,cust5226,122,2,86651
2936,cust5649,58,1,3205
2937,cust5662,85,1,17084
2938,cust1094,29,5,18426
2939,cust788,35,1,10834
2940,cust2049,35,2,47922
2941,cust4875,164,1,7413
2942,cust2577,36,1,697
2943,cust1731,53,1,60214
2944,cust3474,238,1,41200
2945,cust517,126,1,23591
2946,cust1714,203,1,57849
2947,cust3670,36,2,23154
2948,cust5824,136,1,-789
2949,cust5701,31,1,8076
2950,cust871,137,3,9800
2951,cust253,38,1,5686
2952,cust6090,80,1,3067
2953,cust3686,121,1,6578
2954,cust1157,36,1,17968
2955,cust2805,80,1,35971
2956,cust6133,25,1,8955
2957,cust1882,14,3,48610
2958,cust6050,58,3,51005
2959,cust992,235,1,23497
2960,cust4092,56,1,78256
2961,cust1629,51,3,277349
2962,cust4392,154,2,35695
2963,cust3259,241,1,40155
2964,cust2066,36,1,4791
2965,cust6299,155,1,5102
2966,cust4498,92,1,90937
2967,cust2394,63,2,75003
2968,cust6365,73,2,19255
2969,cust310,31,3,11575
2970,cust6484,42,1,35355
2971,cust6428,21,1,10061
2972,cust2180,49,1,155603
2973,cust4018,17,2,7586
2974,cust2552,107,1,64920
2975,cust5088,44,1,12224
2976,cust6588,71,2,7095
2977,cust3136,92,1,40890
2978,cust6632,24,1,38325
2979,cust1652,32,1,27621
2980,cust1627,29,2,35257
2981,cust6671,53,1,28959
2982,cust2331,163,4,47403
2983,cust6335,45,2,42971
2984,cust1661,85,3,13389
2985,cust4846,44,1,27503
2986,cust3461,36,1,2351
2987,cust6852,72,1,9514
2988,cust6885,30,2,63370
2989,cust5880,43,2,8862
2990,cust6918,71,1,160216
2991,cust5976,102,1,26829
2992,cust3283,17,3,18760
2993,cust6945,36,1,0
2994,cust3602,107,1,18946
2995,cust3277,77,1,25909
2996,cust2993,105,1,72216
2997,cust7015,63,1,4114
2998,cust5441,154,1,46758
2999,cust7039,57,1,8596
3000,cust6149,92,1,4943
3001,cust4740,193,1,20398
3002,cust1567,184,1,140976
3003,cust3997,46,1,27089
3004,cust7148,345,1,-37
3005,cust4195,74,3,41564
3006,cust4766,98,1,59313
3007,cust3518,235,1,4837
3008,cust4327,91,1,66038
3009,cust4465,73,1,8749
3010,cust4258,16,1,3748
3011,cust7257,42,1,19192
3012,cust2438,73,2,29287
3013,cust4587,14,1,27036
3014,cust7322,30,1,16321
3015,cust3747,58,1,452
3016,cust1742,42,1,14895
3017,cust7392,23,2,5946
3018,cust1741,184,1,14224
3019,cust302,100,1,14468
3020,cust3407,143,1,1444
3021,cust7454,66,1,9688
3022,cust6566,43,2,19736
3023,cust2518,191,1,15300
3024,cust4111,231,1,25566
3025,cust1625,141,3,24818
3026,cust2391,184,1,15290
3027,cust4577,17,1,6793
3028,cust1830,66,1,2492
3029,cust3392,203,1,107737
3030,cust4938,87,2,29470
3031,cust7573,18,1,268
3032,cust7581,52,1,18328
3033,cust4803,39,1,24618
3034,cust4298,36,1,4024
3035,cust7643,85,1,4155
3036,cust6912,123,1,83178
3037,cust6593,99,1,9680
3038,cust4473,240,1,23123
3039,cust7654,38,1,1335
3040,cust2691,79,1,54690
3041,cust7703,163,1,7412
3042,cust3062,135,1,1422
3043,cust1339,100,1,268878
3044,cust4720,86,1,3582
3045,cust3538,189,1,7464
3046,cust5331,173,1,16512
3047,cust5544,63,1,12237
3048,cust3940,175,1,50067
3049,cust3090,114,1,4766
3050,cust5667,72,1,42271
3051,cust2949,221,1,30996
3052,cust7658,197,1,7426
3053,cust3379,58,1,7851
3054,cust5411,123,1,10701
3055,cust3037,51,1,21655
3056,cust7918,93,1,-1569
3057,cust5916,43,1,572
3058,cust878,94,1,19639
3059,cust3413,35,1,32352
3060,cust7204,150,1,30737
3061,cust5975,32,1,4292
3062,cust2682,101,1,39694
3063,cust8049,58,1,18220
3064,cust4007,51,1,57996
3065,cust1671,144,1,21719
3066,cust1504,70,2,25715
3067,cust6853,203,1,20478
3068,cust2090,324,1,-9907
3069,cust7485,53,1,73274
3070,cust7714,94,1,17649
3071,cust6855,39,1,2439
3072,cust207,63,2,24688
3073,cust5984,86,1,8113
3074,cust2504,123,1,9561
3075,cust1199,234,1,45711
3076,cust3131,74,1,24509
3077,cust7166,122,1,11235
3078,cust7440,15,1,14152
3079,cust4679,38,1,47519
3080,cust8260,32,1,1016
3081,cust2334,100,1,11502
3082,cust8267,38,1,22602
3083,cust5768,71,1,4794
3084,cust3727,71,1,13381
3085,cust7616,154,1,29202
3086,cust6895,53,1,1982
3087,cust729,288,2,-19842
3088,cust6555,50,1,130740
3089,cust2818,28,1,41840
3090,cust7058,46,1,3400
3091,cust5166,60,1,29697
3092,cust8366,220,1,6367
3093,cust7531,74,1,6785
3094,cust6967,64,1,7289
3095,cust7758,56,1,2547
3096,cust5182,37,1,1658
3097,cust4665,92,1,6401
3098,cust3951,108,1,2986
3099,cust1057,73,1,4251
3100,cust4150,98,1,9867
3101,cust8468,92,1,37978
3102,cust5527,98,1,26385
3103,cust3726,58,2,10845
3104,cust8521,184,1,5260
3105,cust1875,115,1,2129
3106,cust5909,238,1,2550
3107,cust8535,25,1,44202
3108,cust8565,108,1,15421
3109,cust8581,212,1,36463
3110,cust4236,115,1,2426
3111,cust4888,170,1,11664
3112,cust356,25,2,38759
3113,cust7421,84,1,512009
3114,cust8656,78,1,110902
3115,cust8721,78,1,29391
3116,cust1265,123,1,14817
3117,cust2886,176,1,-2995
3118,cust7682,148,1,28689
3119,cust6915,44,1,29211
3120,cust8753,51,1,26425
3121,cust7010,72,1,11162
3122,cust4008,63,1,10092
3123,cust3794,141,1,12384
3124,cust1327,45,3,15505
3125,cust8797,72,1,7199
3126,cust5848,154,1,19799
3127,cust2566,52,1,835
3128,cust3836,73,2,33114
3129,cust3967,45,1,3829
3130,cust4955,193,1,23480
3131,cust8854,45,1,16059
3132,cust4071,346,1,25843
3133,cust4350,50,1,25825
3134,cust5271,147,2,95773
3135,cust1962,113,1,40474
3136,cust6367,44,1,1654
3137,cust8902,51,1,34481
3138,cust7514,81,1,18353
3139,cust5996,120,2,29714
3140,cust6976,64,1,75343
3141,cust4339,108,1,33481
3142,cust2777,35,2,30007
3143,cust7856,87,1,8677
3144,cust3289,16,1,541
3145,cust1456,88,2,52974
3146,cust4677,45,1,3309
3147,cust9020,163,1,2192
3148,cust3204,57,2,26507
3149,cust2907,93,1,18453
3150,cust9046,77,1,13811
3151,cust5690,32,1,4657
3152,cust5926,345,1,-630
3153,cust9067,65,1,18581
3154,cust3648,87,1,5488
3155,cust9081,46,1,37706
3156,cust8865,23,1,1674
3157,cust2694,35,1,4334
3158,cust3315,91,1,11488
3159,cust5386,49,1,41926
3160,cust4745,126,1,60930
3161,cust6730,57,1,9060
3162,cust7226,185,1,22840
3163,cust3132,130,1,5098
3164,cust1990,51,1,29904
3165,cust3807,93,1,43632
3166,cust3522,198,1,7144
3167,cust7732,212,1,-1546
3168,cust2123,42,1,9224
3169,cust2031,57,1,16532
3170,cust9202,184,1,30048
3171,cust5244,59,2,7907
3172,cust3694,52,1,32155
3173,cust4675,28,1,25772
3174,cust1018,143,1,13004
3175,cust1412,21,2,3718
3176,cust6164,99,1,4629
3177,cust3880,60,1,4479
3178,cust4921,67,1,25002
3179,cust1093,95,1,10223
3180,cust5764,150,1,32502
3181,cust4207,338,1,-1387
3182,cust7506,102,1,25833
3183,cust9344,102,1,17606
3184,cust2304,52,2,284751
3185,cust9348,95,1,16341
3186,cust4036,85,1,36514
3187,cust6212,128,1,6321
3188,cust4068,65,1,4541
3189,cust2970,43,1,61061
3190,cust4927,49,1,1975
3191,cust4550,116,1,52613
3192,cust5010,116,2,64423
3193,cust4187,25,1,8650
3194,cust2971,101,1,1520
3195,cust40,169,1,39228
3196,cust8369,65,1,5097
3197,cust2600,72,1,24268
3198,cust8934,203,1,41162
3199,cust3087,38,1,4469
3200,cust9438,123,1,57499
3201,cust7191,59,1,7497
3202,cust3672,21,1,4990
3203,cust5818,88,1,21665
3204,cust8592,52,1,49089
3205,cust378,297,1,1240
3206,cust4299,119,1,21077
3207,cust3287,28,1,8143
3208,cust9517,67,1,1785
3209,cust4556,296,1,-2736
3210,cust7075,219,1,-1142
3211,cust9542,39,1,2361
3212,cust9549,23,1,2392
3213,cust2283,127,1,0
3214,cust9554,39,1,20440
3215,cust1341,35,1,8035
3216,cust9562,81,1,13400
3217,cust6204,50,1,29787
3218,cust9569,57,1,19562
3219,cust7102,23,2,102598
3220,cust3247,74,1,2744
3221,cust3700,84,1,5295
3222,cust6897,86,1,42754
3223,cust8841,191,1,74776
3224,cust2262,37,1,5444
3225,cust667,87,1,31828
3226,cust9620,17,1,1505
3227,cust2752,59,1,32110
3228,cust4516,43,1,30763
3229,cust8528,59,1,50048
3230,cust2150,109,1,43144
3231,cust7826,60,1,53295
3232,cust3145,29,1,34253
3233,cust3588,64,1,29761
3234,cust7976,189,1,-5488
3235,cust4049,120,1,104656
3236,cust1863,42,1,27091
3237,cust6489,52,1,1725
3238,cust9696,52,1,29277
3239,cust4691,65,1,98315
3240,cust3586,175,1,25531
3241,cust3074,29,1,3643
3242,cust7767,44,1,6565
3243,cust9735,46,1,69638
3244,cust9736,66,1,8113
3245,cust3787,246,1,-4849
3246,cust9742,157,1,12328
3247,cust8423,123,1,3685
3248,cust3453,217,1,26117
